time,gFx,gFy,gFz,TgF
105.177750617,0.0385,-0.0024,1.0267,1.027
105.187989271,0.0318,-0.0249,1.0201,1.021
105.199443694,0.0358,-0.0243,1.0454,1.046
105.207767886,0.0419,0.0043,1.0472,1.048
105.21798554,0.0419,0.0104,1.0309,1.032
105.227825771,0.0439,0.0175,1.0263,1.027
105.242619963,0.0298,-0.0188,1.0318,1.032
105.27120854,0.0316,-0.0243,1.0344,1.035
105.272617886,0.0193,-0.0250,1.0177,1.018
105.273515424,0.0456,0.0090,1.0291,1.030
105.277698194,0.0581,0.0275,1.0465,1.048
105.287946463,0.0470,0.0026,1.0254,1.026
105.299387655,0.0337,-0.0285,1.0153,1.016
105.307910924,0.0309,-0.0307,1.0233,1.024
105.317814347,0.0333,-0.0090,1.0191,1.020
105.32806627,0.0359,0.0081,1.0134,1.014
105.339834617,0.0469,0.0191,1.0323,1.034
105.34802327,0.0364,-0.0165,1.0374,1.038
105.362417886,0.0243,-0.0270,1.0300,1.031
105.374004117,0.0280,-0.0260,1.0387,1.039
105.378036963,0.0382,0.0064,1.0265,1.027
105.387961386,0.0409,0.0178,1.0252,1.026
105.397820001,0.0421,0.0039,1.0156,1.016
105.407709193,0.0318,-0.0224,1.0266,1.027
105.42243227,0.0358,-0.0221,1.0406,1.041
105.427976463,0.0302,-0.0094,1.0214,1.022
105.449076886,0.0377,0.0129,1.0223,1.023
105.450759655,0.0362,0.0136,1.0126,1.013
105.457613347,0.0360,-0.0128,1.0300,1.031
105.46765277,0.0331,-0.0235,1.0354,1.036
105.477520078,0.0319,-0.0244,1.0373,1.038
105.487545193,0.0343,0.0051,1.0262,1.027
105.497705617,0.0410,0.0145,1.0233,1.024
105.507519386,0.0412,0.0064,1.0128,1.014
105.51950677,0.0237,-0.0254,1.0105,1.011
105.528182116,0.0227,-0.0310,1.0159,1.017
105.542044924,0.0214,-0.0145,1.0203,1.021
105.549021347,0.0330,0.0078,1.0148,1.015
105.557931963,0.0362,0.0172,1.0150,1.016
105.567905155,0.0343,-0.0079,1.0223,1.023
105.578059155,0.0233,-0.0286,1.0261,1.027
105.588107693,0.0186,-0.0335,1.0221,1.023
105.599655847,0.0406,0.0024,1.0360,1.037
105.608607001,0.0446,0.0159,1.0367,1.038
105.628117809,0.0680,0.0277,1.0708,1.073
105.629749809,0.0480,-0.0122,1.0520,1.053
105.658191155,0.0552,-0.0127,1.0835,1.085
105.660294539,0.0552,-0.0100,1.0512,1.053
105.661507732,0.0409,-0.0100,1.0512,1.052
105.669122386,0.0447,0.0127,1.0324,1.033
105.678033232,0.0358,0.0206,1.0184,1.019
105.687741463,0.0363,-0.0061,1.0272,1.028
105.69783627,0.0300,-0.0261,1.0309,1.032
105.708055732,0.0252,-0.0294,1.0266,1.027
105.723264462,0.0286,-0.0045,1.0221,1.022
105.728094962,0.0296,0.0106,1.0162,1.017
105.743252424,0.0413,0.0153,1.0213,1.022
105.748038501,0.0291,-0.0200,1.0221,1.023
105.757870116,0.0162,-0.0324,1.0057,1.006
105.767796424,0.0260,-0.0241,1.0230,1.024
105.77809077,0.0406,0.0110,1.0294,1.030
105.787769886,0.0513,0.0253,1.0469,1.048
105.798002578,0.0425,-0.0016,1.0208,1.022
105.80808327,0.0315,-0.0233,1.0229,1.024
105.828323578,0.0297,-0.0307,1.0239,1.025
105.829907539,0.0208,-0.0109,1.0168,1.017
105.86773327,0.0298,0.0095,1.0135,1.014
105.869466155,0.0430,0.0175,1.0216,1.023
105.870691732,0.0354,-0.0118,1.0306,1.031
105.871735578,0.0349,-0.0271,1.0302,1.031
105.878157078,0.0252,-0.0255,1.0265,1.027
105.888144962,0.0310,0.0032,1.0101,1.011
105.898426578,0.0375,0.0164,1.0120,1.013
105.908142732,0.0342,0.0001,1.0043,1.005
105.928101039,0.0253,-0.0271,1.0225,1.023
105.92969327,0.0235,-0.0309,1.0282,1.029
105.966168462,0.0249,-0.0123,1.0228,1.023
105.967497001,0.0366,0.0087,1.0232,1.024
105.968576539,0.0458,0.0225,1.0337,1.035
105.969366232,0.0453,-0.0103,1.0453,1.046
105.977765155,0.0495,-0.0197,1.0632,1.065
105.98788477,0.0393,-0.0227,1.0455,1.046
105.998097116,0.0442,0.0053,1.0334,1.034
106.007909655,0.0457,0.0188,1.0241,1.025
106.026349847,0.0470,0.0115,1.0222,1.023
106.028280116,0.0348,-0.0177,1.0306,1.031
106.054331962,0.0271,-0.0257,1.0319,1.033
106.055704616,0.0287,-0.0128,1.0418,1.042
106.057917116,0.0348,0.0089,1.0261,1.027
106.068529578,0.0387,0.0216,1.0235,1.024
106.077903385,0.0336,-0.0099,1.0144,1.015
106.087934924,0.0236,-0.0260,1.0211,1.022
106.098205962,0.0250,-0.0285,1.0287,1.029
106.107937308,0.0426,0.0060,1.0443,1.045
106.126512731,0.0215,0.0053,0.9932,0.993
106.128209001,0.0366,0.0053,1.0116,1.012
106.157718654,0.0465,-0.0127,1.0652,1.066
106.15889327,0.0553,-0.0155,1.0911,1.093
106.159605424,0.0456,-0.0094,1.0577,1.059
106.169151539,0.0518,0.0145,1.0527,1.054
106.17780827,0.0536,0.0259,1.0464,1.048
106.187854116,0.0396,-0.0044,1.0311,1.032
106.19800777,0.0293,-0.0244,1.0362,1.037
106.208002808,0.0303,-0.0283,1.0370,1.038
106.227662962,0.0184,-0.0086,1.0043,1.005
106.229235962,0.0333,0.0087,1.0164,1.017
106.259735385,0.0403,0.0143,1.0217,1.023
106.261062231,0.0340,-0.0181,1.0396,1.040
106.261892231,0.0332,-0.0257,1.0370,1.038
106.271225577,0.0310,-0.0194,1.0372,1.038
106.277773693,0.0450,0.0078,1.0370,1.038
106.287866462,0.0453,0.0233,1.0266,1.028
106.297760924,0.0529,0.0016,1.0335,1.035
106.307717962,0.0382,-0.0224,1.0312,1.032
106.32417427,0.0397,-0.0255,1.0415,1.043
106.327950116,0.0397,-0.0255,1.0097,1.011
106.342743808,0.0213,-0.0094,1.0097,1.010
106.347967154,0.0246,0.0062,1.0070,1.007
106.357879347,0.0297,0.0155,1.0094,1.010
106.369163077,0.0247,-0.0195,1.0133,1.014
106.377988039,0.0216,-0.0281,1.0214,1.022
106.388025347,0.0169,-0.0283,1.0219,1.022
106.398127693,0.0347,0.0048,1.0296,1.030
106.407956,0.0542,0.0258,1.0400,1.042
106.429683885,0.0461,0.0011,1.0191,1.020
106.43139927,0.0375,-0.0186,1.0393,1.040
106.465399154,0.0325,-0.0271,1.0410,1.042
106.467349808,0.0319,-0.0071,1.0346,1.035
106.468769462,0.0415,0.0126,1.0326,1.033
106.470587808,0.0473,0.0214,1.0274,1.029
106.478164847,0.0392,-0.0126,1.0268,1.028
106.488120462,0.0341,-0.0243,1.0290,1.030
106.498181577,0.0238,-0.0294,1.0174,1.018
106.507900962,0.0369,0.0066,1.0221,1.023
106.527605808,0.0384,0.0142,1.0119,1.013
106.529248,0.0428,0.0084,1.0244,1.025
106.559356347,0.0296,-0.0206,1.0250,1.026
106.560902808,0.0311,-0.0288,1.0339,1.035
106.562089693,0.0373,-0.0070,1.0505,1.051
106.570564847,0.0451,0.0100,1.0368,1.038
106.577843577,0.0450,0.0225,1.0255,1.027
106.587998654,0.0300,-0.0145,1.0039,1.004
106.598002577,0.0291,-0.0274,1.0139,1.015
106.607841693,0.0253,-0.0297,1.0278,1.029
106.619335923,0.0333,0.0007,1.0293,1.030
106.633613923,0.0461,0.0175,1.0407,1.042
106.639833231,0.0436,0.0133,1.0156,1.017
106.648071616,0.0495,-0.0127,1.0625,1.064
106.658236346,0.0414,-0.0188,1.0691,1.070
106.668121962,0.0379,-0.0094,1.0586,1.059
106.677808193,0.0457,0.0123,1.0445,1.046
106.687619346,0.0445,0.0236,1.0255,1.027
106.697796654,0.0428,-0.0050,1.0287,1.030
106.707522462,0.0314,-0.0222,1.0301,1.031
106.717721731,0.0243,-0.0277,1.0280,1.029
106.727800616,0.0393,0.0024,1.0362,1.037
106.737500462,0.0358,0.0125,1.0233,1.024
106.747727769,0.0491,0.0173,1.0343,1.036
106.757597423,0.0370,-0.0177,1.0373,1.038
106.767586269,0.0379,-0.0253,1.0332,1.034
106.777866808,0.0330,-0.0213,1.0311,1.032
106.788009923,0.0447,0.0101,1.0313,1.032
106.798200731,0.0497,0.0206,1.0272,1.029
106.807968731,0.0377,-0.0039,1.0148,1.016
106.818197346,0.0206,-0.0260,1.0096,1.010
106.831214692,0.0203,-0.0325,1.0159,1.017
106.867963846,0.0238,-0.0049,1.0227,1.023
106.869270808,0.0304,0.0086,1.0184,1.019
106.870174692,0.0442,0.0192,1.0251,1.026
106.870946423,0.0290,-0.0137,1.0280,1.029
106.878193692,0.0258,-0.0274,1.0195,1.020
106.887850654,0.0211,-0.0279,1.0221,1.023
106.897958808,0.0297,0.0051,1.0112,1.012
106.907942615,0.0425,0.0206,1.0195,1.021
106.917880923,0.0464,0.0071,1.0299,1.031
106.930566192,0.0313,-0.0243,1.0260,1.027
106.965002923,0.0300,-0.0263,1.0416,1.042
106.966189846,0.0351,-0.0034,1.0367,1.037
106.967117885,0.0485,0.0172,1.0405,1.042
106.969807962,0.0504,0.0244,1.0319,1.033
106.978001192,0.0385,-0.0148,1.0265,1.027
106.988069654,0.0277,-0.0257,1.0240,1.025
106.997700346,0.0277,-0.0257,1.0240,1.025
107.007761654,0.0238,-0.0277,1.0265,1.027
107.020200154,0.0393,0.0039,1.0246,1.025
107.033050692,0.0443,0.0193,1.0350,1.036
107.061766077,0.0435,0.0068,1.0167,1.018
107.063279038,0.0384,-0.0189,1.0429,1.044
107.064230462,0.0294,-0.0247,1.0400,1.041
107.0682225,0.0255,-0.0151,1.0276,1.028
107.078198308,0.0423,0.0125,1.0387,1.040
107.088144577,0.0316,0.0148,1.0112,1.012
107.097973077,0.0327,-0.0126,1.0210,1.022
107.107953462,0.0293,-0.0272,1.0335,1.034
107.118055231,0.0304,-0.0291,1.0341,1.035
107.128989538,0.0364,0.0042,1.0300,1.031
107.154639577,0.0432,0.0166,1.0282,1.029
107.156027577,0.0506,0.0133,1.0216,1.023
107.157942461,0.0374,-0.0206,1.0302,1.031
107.167967846,0.0382,-0.0264,1.0359,1.037
107.178044961,0.0326,-0.0154,1.0356,1.036
107.188305615,0.0473,0.0129,1.0300,1.031
107.197915885,0.0443,0.0202,1.0177,1.019
107.208080846,0.0441,-0.0023,1.0257,1.027
107.218072346,0.0336,-0.0275,1.0199,1.021
107.230698808,0.0351,-0.0272,1.0399,1.041
107.261970154,0.0364,-0.0013,1.0284,1.029
107.263240115,0.0414,0.0131,1.0283,1.029
107.264113808,0.0402,0.0127,1.0233,1.024
107.267844077,0.0342,-0.0202,1.0313,1.032
107.278245731,0.0324,-0.0275,1.0356,1.036
107.288282692,0.0297,-0.0194,1.0374,1.038
107.298213577,0.0483,0.0116,1.0356,1.037
107.3080315,0.0535,0.0230,1.0385,1.040
107.317952115,0.0497,-0.0001,1.0357,1.037
107.333039615,0.0342,-0.0227,1.0322,1.033
107.359685577,0.0249,-0.0261,1.0378,1.038
107.361009384,0.0280,-0.0053,1.0316,1.032
107.361795692,0.0355,0.0115,1.0296,1.030
107.367971961,0.0442,0.0167,1.0249,1.026
107.377761884,0.0414,-0.0118,1.0428,1.044
107.388614769,0.0355,-0.0219,1.0390,1.040
107.398071307,0.0325,-0.0232,1.0362,1.037
107.408003307,0.0439,0.0090,1.0372,1.038
107.418129731,0.0442,0.0231,1.0280,1.029
107.432085577,0.0418,0.0048,1.0178,1.019
107.460083307,0.0325,-0.0175,1.0389,1.040
107.461409538,0.0248,-0.0319,1.0212,1.022
107.46227923,0.0288,-0.0117,1.0249,1.025
107.467936346,0.0386,0.0116,1.0213,1.022
107.478175615,0.0418,0.0184,1.0200,1.021
107.489127615,0.0346,-0.0120,1.0205,1.021
107.498118846,0.0283,-0.0292,1.0178,1.019
107.508068654,0.0308,-0.0238,1.0296,1.030
107.518276923,0.0362,0.0062,1.0173,1.018
107.532778423,0.0406,0.0192,1.0179,1.019
107.539238269,0.0386,0.0067,1.0122,1.013
107.561973384,0.0237,-0.0252,1.0178,1.018
107.563519423,0.0208,-0.0304,1.0169,1.018
107.568436769,0.0247,-0.0115,1.0230,1.023
107.578077577,0.0381,0.0084,1.0221,1.023
107.589090923,0.0392,0.0204,1.0211,1.022
107.598032615,0.0351,-0.0111,1.0228,1.023
107.60795423,0.0213,-0.0298,1.0113,1.012
107.617961577,0.0274,-0.0264,1.0401,1.041
107.630647961,0.0380,0.0026,1.0357,1.036
107.659285076,0.0387,0.0164,1.0271,1.028
107.660943307,0.0419,0.0071,1.0146,1.015
107.661903769,0.0327,-0.0224,1.0280,1.029
107.667867576,0.0244,-0.0272,1.0245,1.025
107.678415769,0.0282,-0.0178,1.0304,1.031
107.689565423,0.0282,-0.0178,1.0304,1.031
107.698073076,0.0375,0.0088,1.0236,1.024
107.707957653,0.0381,0.0192,1.0156,1.016
107.718180807,0.0382,-0.0097,1.0188,1.020
107.732810269,0.0250,-0.0261,1.0199,1.020
107.768903576,0.0236,-0.0315,1.0257,1.026
107.770286346,0.0242,-0.0068,1.0107,1.011
107.771390961,0.0366,0.0104,1.0207,1.021
107.772112692,0.0497,0.0125,1.0316,1.033
107.780291038,0.0275,-0.0194,1.0203,1.021
107.788033038,0.0279,-0.0277,1.0339,1.035
107.79785623,0.0221,-0.0233,1.0175,1.018
107.807825923,0.0305,0.0026,1.0015,1.002
107.818158692,0.0397,0.0172,1.0096,1.011
107.832629076,0.0374,-0.0068,1.0158,1.017
107.838128038,0.0335,-0.0232,1.0309,1.032
107.85843923,0.0269,-0.0310,1.0266,1.027
107.860708999,0.0236,-0.0055,1.0235,1.024
107.868002153,0.0354,0.0112,1.0232,1.024
107.878125115,0.0465,0.0170,1.0295,1.031
107.888111192,0.0329,-0.0192,1.0183,1.019
107.898392499,0.0309,-0.0280,1.0283,1.029
107.907598346,0.0209,-0.0237,1.0159,1.016
107.917755692,0.0335,0.0026,1.0144,1.015
107.927684576,0.0387,0.0182,1.0092,1.010
107.937898269,0.0365,-0.0032,1.0024,1.003
107.947679538,0.0305,-0.0264,1.0202,1.021
107.957578076,0.0236,-0.0299,1.0294,1.030
107.967797115,0.0263,-0.0103,1.0257,1.026
107.977763115,0.0410,0.0105,1.0300,1.031
107.989068307,0.0428,0.0184,1.0184,1.019
107.997917884,0.0362,-0.0149,1.0224,1.023
108.007787615,0.0283,-0.0259,1.0268,1.028
108.018079922,0.0252,-0.0275,1.0255,1.026
108.034084999,0.0395,0.0062,1.0305,1.031
108.038285845,0.0503,0.0235,1.0327,1.034
108.064263422,0.0483,0.0057,1.0208,1.022
108.065576076,0.0313,-0.0198,1.0298,1.030
108.06817973,0.0311,-0.0272,1.0362,1.037
108.078009884,0.0242,-0.0122,1.0196,1.020
108.087960192,0.0338,0.0062,1.0129,1.013
108.097861384,0.0407,0.0155,1.0073,1.008
108.10800273,0.0305,-0.0155,1.0166,1.017
108.118133961,0.0336,-0.0243,1.0280,1.029
108.132212345,0.0316,-0.0291,1.0246,1.026
108.14016723,0.0363,0.0033,1.0233,1.024
108.162898653,0.0370,0.0136,1.0184,1.019
108.164424345,0.0461,0.0099,1.0224,1.024
108.167849461,0.0392,-0.0165,1.0348,1.036
108.177776692,0.0369,-0.0247,1.0382,1.039
108.187809268,0.0259,-0.0133,1.0338,1.034
108.197769538,0.0401,0.0104,1.0284,1.029
108.207964384,0.0452,0.0241,1.0249,1.026
108.218120807,0.0397,-0.0070,1.0294,1.030
108.234033076,0.0307,-0.0283,1.0188,1.020
108.238137461,0.0228,-0.0348,1.0221,1.023
108.264146538,0.0283,-0.0029,1.0177,1.018
108.265290845,0.0381,0.0122,1.0200,1.021
108.267949576,0.0447,0.0156,1.0254,1.026
108.27783573,0.0329,-0.0200,1.0274,1.028
108.287857576,0.0303,-0.0252,1.0497,1.050
108.297910076,0.0264,-0.0186,1.0313,1.032
108.30789023,0.0387,0.0070,1.0246,1.025
108.317832884,0.0508,0.0288,1.0345,1.036
108.328276961,0.0498,0.0011,1.0337,1.035
108.338190961,0.0346,-0.0197,1.0346,1.035
108.353028307,0.0322,-0.0264,1.0337,1.034
108.374628922,0.0363,-0.0011,1.0285,1.029
108.37598323,0.0363,-0.0011,1.0285,1.029
108.377823922,0.0388,0.0128,1.0210,1.022
108.387831884,0.0533,0.0204,1.0357,1.037
108.397765845,0.0388,-0.0171,1.0294,1.030
108.408223614,0.0296,-0.0248,1.0324,1.033
108.417891576,0.0254,-0.0228,1.0315,1.032
108.428033537,0.0497,0.0150,1.0497,1.051
108.438208499,0.0502,0.0235,1.0367,1.038
108.453554499,0.0486,0.0038,1.0282,1.029
108.476374499,0.0375,-0.0219,1.0338,1.035
108.477819884,0.0335,-0.0300,1.0312,1.032
108.479043537,0.0326,-0.0079,1.0245,1.025
108.487911461,0.0489,0.0156,1.0434,1.045
108.497855384,0.0508,0.0225,1.0260,1.027
108.509133845,0.0368,-0.0140,1.0319,1.033
108.517988922,0.0324,-0.0269,1.0255,1.026
108.527910499,0.0324,-0.0227,1.0392,1.040
108.538389114,0.0526,0.0133,1.0480,1.049
108.550961922,0.0506,0.0215,1.0362,1.038
108.579600614,0.0478,0.0065,1.0254,1.026
108.580870076,0.0346,-0.0239,1.0288,1.030
108.581647614,0.0277,-0.0303,1.0246,1.025
108.587927884,0.0237,-0.0139,1.0164,1.017
108.598067499,0.0399,0.0109,1.0247,1.026
108.608905653,0.0406,0.0224,1.0172,1.018
108.618027845,0.0376,-0.0120,1.0274,1.028
108.627814037,0.0313,-0.0255,1.0211,1.022
108.638225653,0.0263,-0.0277,1.0267,1.027
108.653216807,0.0375,0.0046,1.0245,1.025
108.683407845,0.0357,0.0147,1.0172,1.018
108.684899807,0.0429,0.0107,1.0151,1.016
108.68588996,0.0307,-0.0219,1.0261,1.027
108.688064076,0.0233,-0.0274,1.0265,1.027
108.698062691,0.0233,-0.0176,1.0200,1.020
108.708759076,0.0385,0.0095,1.0343,1.035
108.717934383,0.0302,0.0142,1.0013,1.002
108.727979691,0.0364,-0.0097,1.0131,1.014
108.738191076,0.0237,-0.0269,1.0120,1.013
108.75087023,0.0281,-0.0290,1.0265,1.027
108.784244883,0.0293,-0.0017,1.0183,1.019
108.785718499,0.0382,0.0142,1.0274,1.028
108.786434999,0.0395,0.0117,1.0113,1.012
108.78789296,0.0272,-0.0208,1.0214,1.022
108.797833653,0.0282,-0.0286,1.0243,1.025
108.80838073,0.0265,-0.0202,1.0207,1.021
108.817729653,0.0424,0.0100,1.0218,1.023
108.827708999,0.0465,0.0216,1.0318,1.033
108.838013114,0.0391,-0.0017,1.0265,1.027
108.847752191,0.0288,-0.0266,1.0225,1.023
108.868386422,0.0335,-0.0260,1.0365,1.037
108.869621383,0.0360,-0.0005,1.0294,1.030
108.87964446,0.0463,0.0156,1.0371,1.038
108.88799296,0.0413,0.0180,1.0294,1.030
108.897941076,0.0327,-0.0178,1.0318,1.033
108.908308268,0.0346,-0.0242,1.0296,1.030
108.917675614,0.0320,-0.0189,1.0436,1.044
108.927741422,0.0486,0.0133,1.0389,1.040
108.93787396,0.0457,0.0216,1.0258,1.027
108.948094653,0.0377,-0.0028,1.0097,1.010
108.970746268,0.0283,-0.0268,1.0130,1.014
108.971923345,0.0211,-0.0309,1.0213,1.022
108.977949845,0.0191,-0.0099,1.0169,1.017
108.987736999,0.0228,0.0110,1.0095,1.010
108.998034922,0.0354,0.0165,1.0163,1.017
109.00935696,0.0341,-0.0139,1.0312,1.032
109.018075614,0.0242,-0.0275,1.0256,1.026
109.027995306,0.0264,-0.0263,1.0263,1.027
109.038122076,0.0264,0.0048,1.0205,1.021
109.055082845,0.0360,0.0048,1.0205,1.021
109.058408652,0.0441,0.0203,1.0217,1.023
109.08880896,0.0418,0.0037,1.0150,1.016
109.091452345,0.0303,-0.0214,1.0288,1.029
109.093363383,0.0304,-0.0286,1.0362,1.037
109.099554191,0.0359,-0.0090,1.0393,1.040
109.110803922,0.0439,0.0145,1.0396,1.041
109.117966999,0.0391,0.0160,1.0150,1.016
109.127898345,0.0161,-0.0200,0.9964,0.997
109.137697922,0.0177,-0.0316,1.0112,1.012
109.147545037,0.0109,-0.0314,1.0083,1.009
109.16181296,0.0410,0.0060,1.0346,1.035
109.167627922,0.0465,0.0222,1.0377,1.039
109.177693806,0.0425,0.0097,1.0279,1.029
109.187838345,0.0338,-0.0208,1.0283,1.029
109.197846498,0.0318,-0.0258,1.0390,1.040
109.20931046,0.0243,-0.0112,1.0305,1.031
109.217980537,0.0452,0.0129,1.0357,1.037
109.227885652,0.0550,0.0274,1.0404,1.042
109.238098768,0.0454,-0.0044,1.0321,1.033
109.253301268,0.0336,-0.0259,1.0319,1.033
109.258405691,0.0316,-0.0270,1.0329,1.034
109.286195229,0.0363,-0.0009,1.0263,1.027
109.288059691,0.0491,0.0192,1.0400,1.041
109.289075075,0.0487,0.0143,1.0280,1.029
109.297911229,0.0344,-0.0186,1.0334,1.034
109.308410191,0.0261,-0.0275,1.0361,1.037
109.318243268,0.0263,-0.0171,1.0330,1.034
109.331279691,0.0314,0.0046,1.0221,1.023
109.337807345,0.0413,0.0242,1.0285,1.030
109.349213191,0.0327,-0.0090,1.0178,1.018
109.357782652,0.0224,-0.0276,1.0183,1.019
109.367755691,0.0249,-0.0322,1.0223,1.023
109.37789696,0.0279,-0.0034,1.0157,1.016
109.387849537,0.0381,0.0144,1.0282,1.029
109.397835614,0.0445,0.0128,1.0266,1.028
109.408065844,0.0348,-0.0165,1.0352,1.036
109.418256652,0.0324,-0.0255,1.0359,1.037
109.437271921,0.0310,-0.0216,1.0335,1.034
109.439258575,0.0398,0.0062,1.0247,1.026
109.467370421,0.0475,0.0210,1.0295,1.031
109.469056883,0.0406,-0.0012,1.0212,1.022
109.470294844,0.0343,-0.0224,1.0256,1.026
109.478847729,0.0303,-0.0309,1.0267,1.028
109.488125498,0.0269,-0.0044,1.0278,1.028
109.498179806,0.0347,0.0099,1.0192,1.020
109.509645691,0.0462,0.0181,1.0177,1.019
109.518073691,0.0523,-0.0054,1.0514,1.053
109.539298998,0.0276,-0.0283,1.0164,1.017
109.541196229,0.0222,-0.0252,1.0112,1.012
109.563839152,0.0261,0.0011,0.9982,0.999
109.565133191,0.0381,0.0173,0.9914,0.992
109.568028498,0.0424,0.0018,1.0113,1.012
109.577874075,0.0382,-0.0206,1.0302,1.031
109.58787896,0.0279,-0.0287,1.0298,1.031
109.598066114,0.0322,-0.0040,1.0362,1.037
109.608187306,0.0399,0.0118,1.0327,1.034
109.618074652,0.0468,0.0224,1.0294,1.031
109.638300114,0.0454,-0.0112,1.0389,1.040
109.63989919,0.0304,-0.0236,1.0306,1.031
109.674899114,0.0254,-0.0258,1.0267,1.027
109.676579537,0.0333,0.0027,1.0234,1.024
109.677953306,0.0353,0.0172,1.0186,1.019
109.678777306,0.0414,0.0042,1.0144,1.015
109.687841537,0.0321,-0.0211,1.0319,1.033
109.697788921,0.0354,-0.0249,1.0467,1.048
109.708039344,0.0335,-0.0057,1.0400,1.041
109.718212037,0.0432,0.0143,1.0414,1.042
109.736875883,0.0432,0.0143,1.0414,1.042
109.739047998,0.0368,0.0178,1.0057,1.007
109.765921306,0.0329,-0.0127,1.0180,1.019
109.767333498,0.0254,-0.0255,1.0208,1.021
109.768488575,0.0268,-0.0310,1.0223,1.023
109.778300383,0.0336,-0.0010,1.0201,1.021
109.78806869,0.0463,0.0171,1.0362,1.037
109.797907344,0.0473,0.0140,1.0274,1.029
109.807865383,0.0324,-0.0177,1.0334,1.034
109.817901575,0.0279,-0.0287,1.0258,1.027
109.835730575,0.0013,-0.0292,0.9824,0.983
109.838335536,0.0239,0.0016,0.9975,0.998
109.86088196,0.0355,0.0171,0.9987,1.000
109.862171229,0.0349,-0.0103,1.0156,1.016
109.867782344,0.0276,-0.0269,1.0178,1.019
109.87826369,0.0259,-0.0321,1.0304,1.031
109.88781269,0.0241,-0.0051,1.0109,1.011
109.897886267,0.0410,0.0103,1.0210,1.022
109.907992921,0.0441,0.0120,1.0249,1.026
109.917842152,0.0413,-0.0149,1.0465,1.047
109.939212883,0.0363,-0.0274,1.0393,1.040
109.94163069,0.0291,-0.0187,1.0359,1.036
109.975595883,0.0423,0.0055,1.0157,1.017
109.978179306,0.0294,0.0100,0.9954,0.996
109.979551036,0.0259,-0.0129,0.9955,0.996
109.981256767,0.0275,-0.0264,1.0232,1.024
109.988013959,0.0280,-0.0297,1.0354,1.036
109.998054498,0.0254,-0.0059,1.0256,1.026
110.008147767,0.0368,0.0120,1.0332,1.034
110.017969998,0.0413,0.0175,1.0263,1.027
110.037315806,0.0287,-0.0205,1.0313,1.032
110.039053536,0.0275,-0.0265,1.0316,1.032
110.064792921,0.0264,-0.0272,1.0255,1.026
110.066185498,0.0325,0.0024,1.0091,1.010
110.067939998,0.0351,0.0153,1.0007,1.001
110.079171844,0.0341,0.0011,1.0056,1.006
110.088144382,0.0300,-0.0216,1.0208,1.022
110.097940806,0.0296,-0.0313,1.0240,1.025
110.107900152,0.0327,-0.0077,1.0228,1.023
110.117825575,0.0371,0.0094,1.0184,1.019
110.137216459,0.0419,0.0172,1.0046,1.006
110.13904119,0.0318,-0.0155,1.0174,1.018
110.167814767,0.0358,-0.0225,1.0334,1.034
110.169254882,0.0375,-0.0222,1.0511,1.052
110.170377113,0.0385,0.0089,1.0330,1.034
110.179771844,0.0429,0.0187,1.0203,1.021
110.188128652,0.0479,0.0079,1.0273,1.028
110.197913421,0.0333,-0.0221,1.0343,1.035
110.20792119,0.0318,-0.0272,1.0357,1.037
110.217873421,0.0268,-0.0103,1.0232,1.024
110.237955344,0.0388,0.0093,1.0273,1.028
110.239399998,0.0424,0.0192,1.0214,1.023
110.262715921,0.0336,-0.0123,1.0195,1.020
110.264136959,0.0290,-0.0249,1.0243,1.025
110.268135075,0.0257,-0.0268,1.0327,1.033
110.280261844,0.0365,0.0029,1.0234,1.024
110.28787419,0.0395,0.0134,1.0249,1.026
110.298118882,0.0409,0.0086,1.0163,1.017
110.30781869,0.0305,-0.0222,1.0190,1.020
110.317759344,0.0293,-0.0261,1.0261,1.027
110.336117805,0.0208,-0.0162,1.0119,1.012
110.338601421,0.0349,0.0082,1.0183,1.019
110.354602882,0.0404,0.0197,1.0123,1.013
110.357787498,0.0399,-0.0098,1.0225,1.023
110.367600651,0.0241,-0.0291,1.0163,1.017
110.379256036,0.0373,-0.0257,1.0480,1.049
110.388035267,0.0391,0.0022,1.0356,1.036
110.398115613,0.0391,0.0022,1.0356,1.036
110.40831919,0.0344,0.0126,1.0191,1.020
110.418221651,0.0428,0.0126,1.0191,1.020
110.440551844,0.0344,-0.0178,1.0407,1.041
110.442290151,0.0290,-0.0259,1.0360,1.037
110.475507574,0.0319,-0.0193,1.0393,1.040
110.476737267,0.0412,0.0090,1.0293,1.030
110.478934767,0.0525,0.0255,1.0373,1.039
110.480320344,0.0426,-0.0017,1.0329,1.034
110.487869421,0.0329,-0.0261,1.0280,1.029
110.49804119,0.0335,-0.0292,1.0362,1.037
110.507799113,0.0343,-0.0026,1.0309,1.031
110.517852959,0.0397,0.0123,1.0337,1.034
110.528907574,0.0276,0.0057,1.0021,1.003
110.541671613,0.0263,-0.0208,1.0196,1.020
110.566286267,0.0340,-0.0270,1.0267,1.028
110.567806767,0.0269,-0.0231,1.0263,1.027
110.568793882,0.0442,0.0104,1.0298,1.031
110.578124728,0.0446,0.0204,1.0200,1.021
110.587856613,0.0464,0.0057,1.0284,1.029
110.598066344,0.0363,-0.0195,1.0329,1.034
110.607985651,0.0403,-0.0217,1.0476,1.049
110.618064651,0.0340,-0.0061,1.0333,1.034
110.628140921,0.0453,0.0148,1.0388,1.040
